,
ENCFF000AHJ.fastq.gz,1238350207
ENCFF000AIW.fastq.gz,518361432
ENCFF000ALJ.fastq.gz,1309169944
ENCFF000ASM.fastq.gz,1631313895
ENCFF000ATM.fastq.gz,846787038
ENCFF000AZE.fastq.gz,1466580757
ENCFF000AZF.fastq.gz,1329501245
ENCFF000BBY.fastq.gz,924482441
ENCFF000BCI.fastq.gz,1182985071
ENCFF000BDA.fastq.gz,960242753
ENCFF000BDH.fastq.gz,1105547475
ENCFF000BDM.fastq.gz,1041219812
ENCFF000BDX.fastq.gz,1234427462
ENCFF000BDY.fastq.gz,1301049287
ENCFF000BEQ.fastq.gz,2147153685
ENCFF000BFI.fastq.gz,1968297671
ENCFF000BGD.fastq.gz,791779398
ENCFF000BGS.fastq.gz,911184519
ENCFF000BHE.fastq.gz,374390662
ENCFF000BHI.fastq.gz,254885273
ENCFF000BHX.fastq.gz,917501914
ENCFF000BIC.fastq.gz,781241631
ENCFF000BIF.fastq.gz,780796187
ENCFF000BIL.fastq.gz,680629724
ENCFF000BIT.fastq.gz,458276313
ENCFF000BIY.fastq.gz,555102434
ENCFF000BJD.fastq.gz,921326289
ENCFF000BJE.fastq.gz,958014533
ENCFF000BJN.fastq.gz,884099738
ENCFF000BJT.fastq.gz,1557438518
ENCFF000BKB.fastq.gz,919510909
ENCFF000BKI.fastq.gz,530709236
ENCFF000BKZ.fastq.gz,1831876661
ENCFF000BLB.fastq.gz,843887000
ENCFF000BLI.fastq.gz,719941012
ENCFF000BLJ.fastq.gz,682365872
ENCFF000BLN.fastq.gz,513435315
ENCFF000BMF.fastq.gz,830683070
ENCFF000BMP.fastq.gz,1471495618
ENCFF000BMX.fastq.gz,1327485848
ENCFF000BNM.fastq.gz,586731797
ENCFF000BOE.fastq.gz,1519798779
ENCFF000BPG.fastq.gz,605017823
ENCFF000BPW.fastq.gz,749933410
ENCFF000BRN.fastq.gz,1944602472
ENCFF000BSY.fastq.gz,612766458
ENCFF000BTD.fastq.gz,1377602080
ENCFF000BTL.fastq.gz,504264224
ENCFF000BTN.fastq.gz,822947149
ENCFF000BTS.fastq.gz,1228526013
ENCFF000BUR.fastq.gz,690690661
ENCFF000BUT.fastq.gz,852727635
ENCFF000BUX.fastq.gz,68148044
ENCFF000BVB.fastq.gz,1043669087
ENCFF000BVC.fastq.gz,504103139
ENCFF000BVH.fastq.gz,1240833353
ENCFF000BWE.fastq.gz,1160139531
ENCFF000BXG.fastq.gz,519905535
ENCFF000CAS.fastq.gz,1526878865
ENCFF000CAZ.fastq.gz,3364613622
ENCFF000CBK.fastq.gz,604241016
ENCFF000CDR.fastq.gz,1083032781
ENCFF000CDS.fastq.gz,691992191
ENCFF000CFA.fastq.gz,886968324
ENCFF000CFB.fastq.gz,1034348011
ENCFF000CFG.fastq.gz,845246095
ENCFF000CLT.fastq.gz,269256543
ENCFF000CNG.fastq.gz,1461163681
ENCFF000CNP.fastq.gz,182889403
ENCFF000CNX.fastq.gz,911405353
ENCFF000COD.fastq.gz,1022929876
ENCFF000CPF.fastq.gz,1530570999
ENCFF000CPM.fastq.gz,331284794
ENCFF000CQI.fastq.gz,603052517
ENCFF000CQL.fastq.gz,1136883028
ENCFF000CQO.fastq.gz,345893602
ENCFF000CRA.fastq.gz,1505880213
ENCFF000CRB.fastq.gz,1607157217
ENCFF000CRG.fastq.gz,1766169744
ENCFF000CRH.fastq.gz,1587754216
ENCFF000CSA.fastq.gz,432643107
ENCFF000CSE.fastq.gz,371749025
ENCFF000CSM.fastq.gz,691346706
ENCFF000CST.fastq.gz,520205668
ENCFF000CTF.fastq.gz,249969216
ENCFF000CTH.fastq.gz,1391211585
